Text,Liked
"['burger', 'arent', 'good', 'pizza', 'used', 'amazing', 'doughy', 'flavorless']",0
"['found', 'six', 'inch', 'long', 'piece', 'wire', 'salsa']",0
"['service', 'terrible', 'food', 'mediocre']",0
"['definately', 'enjoyed']",1
"['ordered', 'albondigas', 'soup', 'warm', 'tasted', 'like', 'tomato', 'soup', 'frozen', 'meatball']",0
"['three', 'different', 'occasion', 'asked', 'well', 'done', 'medium', 'well', 'three', 'time', 'got', 'bloodiest', 'piece', 'meat', 'plate']",0
"['two', 'bite', 'refused', 'eat', 'anymore']",0
"['service', 'extremely', 'slow']",0
"['20', 'minute', 'wait', 'got', 'table']",0
"['seriously', 'killer', 'hot', 'chai', 'latte']",1
"['allergy', 'warning', 'menu', 'waitress', 'absolutely', 'clue', 'meal', 'not', 'contain', 'peanut']",0
"['boyfriend', 'tried', 'mediterranean', 'chicken', 'salad', 'fell', 'love']",1
"['rotating', 'beer', 'tap', 'also', 'highlight', 'place']",1
"['pricing', 'bit', 'concern', 'mellow', 'mushroom']",0
"['worst', 'thai', 'ever']",0
"['stay', 'vega', 'must', 'get', 'breakfast', 'least']",1
"['want', 'first', 'say', 'server', 'great', 'perfect', 'service']",1
"['pizza', 'selection', 'good']",1
"['strawberry', 'tea', 'good']",1
"['highly', 'unprofessional', 'rude', 'loyal', 'patron']",0
"['overall', 'great', 'experience']",1
"['spend', 'money', 'elsewhere']",0
"['regular', 'toasted', 'bread', 'equally', 'satisfying', 'occasional', 'pat', 'butter', 'mmmm']",1
"['buffet', 'bellagio', 'far', 'anticipated']",0
"['drink', 'weak', 'people']",0
['name'],0
"['also', 'feel', 'like', 'chip', 'bought', 'not', 'made', 'house']",0
"['disappointing', 'dinner', 'went', 'elsewhere', 'dessert']",0
"['chip', 'sals', 'amazing']",1
"['wont', 'returning']",0
"['new', 'fav', 'vega', 'buffet', 'spot']",1
"['seriously', 'cannot', 'believe', 'owner', 'many', 'unexperienced', 'employee', 'running', 'around', 'like', 'chicken', 'head', 'cut']",0
['sad'],0
"['felt', 'insulted', 'disrespected', 'could', 'talk', 'judge', 'another', 'human', 'like']",0
"['call', 'steakhouse', 'cant', 'properly', 'cook', 'steak', 'dont', 'understand']",0
"['im', 'not', 'impressed', 'concept', 'food']",0
"['thing', 'wasnt', 'crazy', 'guacamole', 'dont', 'like', 'puréed']",0
"['really', 'nothing', 'postinos', 'hope', 'experience', 'better']",0
"['got', 'food', 'poisoning', 'buffet']",0
"['brought', 'fresh', 'batch', 'fry', 'thinking', 'yay', 'something', 'warm']",0
"['hilarious', 'yummy', 'christmas', 'eve', 'dinner', 'remember', 'biggest', 'fail', 'entire', 'trip', 'u']",0
"['needle', 'say', 'wont', 'going', 'back', 'anytime', 'soon']",0
"['place', 'disgusting']",0
"['every', 'time', 'eat', 'see', 'caring', 'teamwork', 'professional', 'degree']",1
"['ri', 'style', 'calamari', 'joke']",0
"['however', 'much', 'garlic', 'fondue', 'barely', 'edible']",0
"['could', 'barely', 'stomach', 'meal', 'didnt', 'complain', 'business', 'lunch']",0
"['bad', 'lost', 'heart', 'finish']",0
"['also', 'took', 'forever', 'bring', 'u', 'check', 'asked']",0
"['arent', 'one', 'make', 'scene', 'restaurant', 'dont', 'get', 'itdefinitely', 'lost', 'love', 'one']",0
"['disappointing', 'experience']",0
"['food', 'par', 'dennys', 'say', 'not', 'good']",0
"['want', 'wait', 'mediocre', 'food', 'downright', 'terrible', 'service', 'place']",0
"['waaaaaayyyyyyyyyy', 'rated', 'saying']",0
"['wont', 'going', 'back']",0
"['place', 'fairly', 'clean', 'food', 'simply', 'wasnt', 'worth']",0
"['place', 'lacked', 'style']",0
"['sangria', 'half', 'glass', 'wine', 'full', '12', 'ridiculous']",0
"['dont', 'bother', 'coming']",0
"['meat', 'pretty', 'dry', 'sliced', 'brisket', 'pulled', 'pork']",0
"['building', 'seems', 'pretty', 'neat', 'bathroom', 'pretty', 'trippy', 'wouldnt', 'eat']",0
"['equally', 'awful']",0
"['probably', 'not', 'hurry', 'go', 'back']",0
"['slow', 'seating', 'even', 'reservation']",0
"['not', 'good', 'stretch', 'imagination']",0
"['cashew', 'cream', 'sauce', 'bland', 'vegetable', 'undercooked']",0
"['chipolte', 'ranch', 'dipping', 'sause', 'tasteless', 'seemed', 'thin', 'watered', 'heat']",0
"['bit', 'sweet', 'not', 'really', 'spicy', 'enough', 'lacked', 'flavor']",0
['disappointed'],0
"['place', 'horrible', 'way', 'overpriced']",0
"['maybe', 'vegetarian', 'fare', 'ive', 'twice', 'thought', 'average', 'best']",0
"['wasnt', 'busy', 'know']",0
"['table', 'outside', 'also', 'dirty', 'lot', 'time', 'worker', 'not', 'always', 'friendly', 'helpful', 'menu']",0
"['ambiance', 'not', 'feel', 'like', 'buffet', 'setting', 'douchey', 'indoor', 'garden', 'tea', 'biscuit']",0
"['con', 'spotty', 'service']",0
"['fry', 'not', 'hot', 'neither', 'burger']",0
"['came', 'back', 'cold']",0
"['food', 'came', 'disappointment', 'ensued']",0
"['real', 'disappointment', 'waiter']",0
"['husband', 'said', 'rude', 'not', 'even', 'apologize', 'bad', 'food', 'anything']",0
"['reason', 'eat', 'would', 'fill', 'night', 'binge', 'drinking', 'get', 'carbs', 'stomach']",0
"['insult', 'profound', 'deuchebaggery', 'go', 'outside', 'smoke', 'break', 'serving', 'solidify']",0
"['someone', 'order', 'two', 'taco', 'dont', 'think', 'may', 'part', 'customer', 'service', 'ask', 'combo', 'ala', 'cart']",0
"['quite', 'disappointed', 'although', 'blame', 'need', 'placed', 'door']",0
"['rave', 'review', 'couldnt', 'wait', 'eat', 'herewhat', 'disappointment']",0
"['del', 'taco', 'pretty', 'nasty', 'avoided', 'possible']",0
"['not', 'hard', 'make', 'decent', 'hamburger']",0
"['dont', 'like']",0
"['hell', 'go', 'back']",0
"['weve', 'gotten', 'much', 'better', 'service', 'pizza', 'place', 'next', 'door', 'service', 'received', 'restaurant']",0
"['dont', 'know', 'big', 'deal', 'place', 'wont', 'back', 'yaall']",0
"['immediately', 'said', 'wanted', 'talk', 'manager', 'not', 'want', 'talk', 'guy', 'shot', 'fireball', 'behind', 'bar']",0
"['ambiance', 'isnt', 'much', 'better']",0
"['unfortunately', 'set', 'u', 'disapppointment', 'entree']",0
"['food', 'wasnt', 'good']",0
"['server', 'suck', 'wait', 'correction', 'server', 'heimer', 'sucked']",0
"['happened', 'next', 'prettyoff', 'putting']",0
"['bad', 'cause', 'know', 'family', 'owned', 'really', 'wanted', 'like', 'place']",0
"['overpriced', 'getting']",0
"['vomited', 'bathroom', 'mid', 'lunch']",0
"['kept', 'looking', 'time', 'soon', 'become', '35', 'minute', 'yet', 'still', 'food']",0
"['place', 'eat', 'circumstance', 'would', 'ever', 'return', 'top', 'list']",0
"['started', 'tuna', 'sashimi', 'brownish', 'color', 'obviously', 'wasnt', 'fresh']",0
"['food', 'average']",0
"['sure', 'beat', 'nacho', 'movie', 'would', 'expect', 'little', 'bit', 'coming', 'restaurant']",0
"['ha', 'long', 'bay', 'bit', 'flop']",0
"['problem', 'charge', '1199', 'sandwich', 'bigger', 'subway', 'sub', 'offer', 'better', 'amount', 'vegetable']",0
"['shrimp', 'unwrapped', 'live', '12', 'mile', 'brushfire', 'literally', 'ice', 'cold']",0
"['lacked', 'flavor', 'seemed', 'undercooked', 'dry']",0
"['really', 'impressive', 'place', 'hasnt', 'closed']",0
"['would', 'avoid', 'place', 'staying', 'mirage']",0
"['refried', 'bean', 'came', 'meal', 'dried', 'crusty', 'food', 'bland']",0
"['spend', 'money', 'time', 'place', 'else']",0
"['lady', 'table', 'next', 'u', 'found', 'live', 'green', 'caterpillar', 'salad']",0
"['presentation', 'food', 'awful']",0
"['cant', 'tell', 'disappointed']",0
"['think', 'food', 'flavor', 'texture', 'lacking']",0
"['appetite', 'instantly', 'gone']",0
"['overall', 'not', 'impressed', 'would', 'not', 'go', 'back']",0
"['whole', 'experience', 'underwhelming', 'think', 'well', 'go', 'ninja', 'sushi', 'next', 'time']",0
"['hadnt', 'wasted', 'enough', 'life', 'poured', 'salt', 'wound', 'drawing', 'time', 'took', 'bring', 'check']",0
